paper,weightedAverage,decision
Paper960,4.181818181818182,Reject
Paper963,5.333333333333333,Reject
Paper966,4.333333333333333,Reject
Paper967,6.111111111111111,Accept
Paper969,5.3,Reject
Paper97,4.0,Reject
Paper971,3.3333333333333335,Reject
Paper972,6.0,Accept
Paper973,7.166666666666667,Accept
Paper976,5.538461538461538,Reject
Paper978,5.0,Reject
Paper979,4.052631578947368,Reject
Paper98,4.3,Reject
Paper981,6.6,Accept
Paper982,6.7,Accept
Paper987,5.333333333333333,Reject
Paper988,4.875,Reject
Paper989,7.4,Accept
Paper99,5.846153846153846,Accept
Paper990,4.6,Reject
Paper991,5.0,Reject
Paper993,5.0,Reject
Paper997,3.8,Reject
