paper,weightedAverage,decision
Paper1946,3.142857142857143,Accept
Paper1948,6.363636363636363,Accept
Paper195,5.0,Accept
Paper1951,5.166666666666667,Accept
Paper1953,7.142857142857143,Accept
Paper1954,5.666666666666667,Reject
Paper1955,6.0,Reject
Paper1956,4.5,Reject
Paper1957,2.6666666666666665,Reject
Paper1958,6.75,Accept
Paper1959,3.1,Reject
Paper196,4.714285714285714,Reject
Paper1960,4.875,Reject
Paper1961,3.0,Reject
Paper1962,4.0,Reject
Paper1963,3.75,Reject
Paper1966,5.666666666666667,Reject
Paper1967,3.5,Reject
Paper1969,5.25,Accept
Paper197,4.4,Reject
Paper1970,4.666666666666667,Reject
Paper1971,3.0,Reject
Paper1972,5.454545454545454,Accept
Paper1974,3.375,Reject
Paper1975,3.0,Reject
Paper1976,1.6666666666666667,Reject
Paper1977,1.0,Reject
Paper1978,6.857142857142857,Accept
Paper1979,4.0,Reject
Paper198,7.0,Accept
Paper1980,2.111111111111111,Reject
Paper1981,4.363636363636363,Reject
Paper1982,7.0,Accept
Paper1983,2.25,Accept
Paper1984,3.0,Reject
Paper1985,5.142857142857143,Reject
Paper1986,5.285714285714286,Reject
Paper1988,6.0,Reject
Paper1989,6.0,Reject
Paper199,3.6666666666666665,Reject
Paper1990,6.0,Accept
Paper1992,3.3333333333333335,Reject
Paper1993,3.0,Reject
Paper1994,3.857142857142857,Reject
Paper1995,2.4545454545454546,Reject
Paper1996,7.333333333333333,Accept
Paper1997,6.0,Accept
Paper1998,4.625,Reject
Paper2,3.4285714285714284,Reject
Paper20,4.8,Reject
Paper200,4.285714285714286,Reject
Paper2000,5.666666666666667,Accept
Paper2002,6.0,Accept
Paper2003,2.0,Reject
Paper2004,4.285714285714286,Reject
Paper2006,6.0,Accept
Paper2008,6.0,Accept
Paper2009,6.571428571428571,Accept
Paper201,2.3333333333333335,Reject
Paper2010,1.0,Reject
Paper2011,5.181818181818182,Reject
Paper2012,5.0,Reject
Paper2013,4.25,Reject
Paper2014,3.6666666666666665,Reject
Paper2015,3.0,Reject
Paper2016,4.875,Accept
Paper2017,4.666666666666667,Reject
Paper2019,1.25,Reject
Paper202,7.0,Accept
Paper2020,4.909090909090909,Reject
Paper2021,5.125,Reject
Paper2022,4.857142857142857,Reject
Paper2023,4.428571428571429,Reject
Paper2024,3.0,Reject
Paper2026,5.25,Accept
Paper2028,1.0,Reject
Paper2029,3.375,Reject
Paper203,7.0,Accept
Paper2030,2.6666666666666665,Reject
Paper2031,7.0,Accept
Paper2032,3.090909090909091,Reject
Paper2033,6.0,Accept
Paper2034,3.5,Reject
Paper2035,3.0,Reject
Paper2037,6.0,Accept
Paper2038,3.6666666666666665,Reject
Paper204,2.75,Reject
Paper2040,6.0,Accept
Paper2041,3.6666666666666665,Reject
Paper2043,6.5,Accept
Paper2044,3.0,Reject
Paper2045,7.0,Accept
Paper2046,6.75,Accept
Paper2047,4.5,Reject
Paper2048,3.6,Reject
Paper2049,4.0,Reject
Paper205,3.0,Reject
Paper2050,6.0,Accept
Paper2051,7.142857142857143,Accept
Paper2052,4.875,Reject
Paper2053,5.0,Reject
Paper2054,4.0,Reject
Paper2055,6.0,Accept
Paper2056,4.5,Reject
Paper2057,4.0,Reject
Paper2058,7.0,Accept
Paper2059,2.3333333333333335,Reject
Paper206,2.4285714285714284,Reject
Paper2060,3.25,Reject
Paper2061,4.875,Accept
Paper2062,2.0,Reject
Paper2063,4.666666666666667,Accept
Paper2064,1.8,Reject
Paper2066,7.636363636363637,Accept
Paper2067,6.0,Accept
Paper2068,6.666666666666667,Accept
Paper2069,6.75,Accept
Paper207,2.7777777777777777,Reject
Paper2070,2.111111111111111,Reject
Paper2071,6.0,Reject
Paper2072,8.0,Accept
Paper2073,5.0,Accept
Paper2075,2.0,Reject
Paper2076,4.875,Reject
Paper2077,6.0,Accept
Paper2079,3.0,Reject
Paper208,3.6666666666666665,Reject
Paper2080,3.375,Reject
Paper2081,3.0,Reject
Paper2082,4.2,Reject
Paper2083,1.0,Reject
Paper2084,1.0,Reject
Paper2086,2.3333333333333335,Reject
Paper2087,1.8571428571428572,Reject
Paper2088,6.5,Accept
Paper2089,6.0,Accept
Paper209,3.6,Reject
Paper2090,6.0,Reject
Paper2091,3.0,Reject
Paper2092,4.875,Reject
Paper2093,6.0,Accept
Paper2094,3.7142857142857144,Reject
Paper2095,4.0,Reject
Paper2096,3.857142857142857,Reject
Paper2097,1.0,Reject
Paper2098,4.0,Reject
Paper2099,1.8571428571428572,Reject
Paper21,1.7272727272727273,Reject
Paper210,3.0,Reject
Paper2101,3.0,Reject
Paper2102,6.0,Accept
Paper2103,3.0,Reject
Paper2104,4.5,Reject
Paper2105,6.571428571428571,Accept
Paper2106,1.8,Reject
Paper2107,4.6,Reject
Paper2109,2.4285714285714284,Reject
Paper211,1.6666666666666667,Reject
Paper2110,6.0,Accept
Paper2111,2.6666666666666665,Reject
Paper2112,3.0,Reject
Paper2113,3.6666666666666665,Reject
Paper2114,3.0,Reject
Paper2115,7.714285714285714,Accept
Paper2116,4.428571428571429,Reject
Paper2117,2.111111111111111,Reject
Paper2118,6.0,Accept
Paper2119,3.0,Reject
Paper212,4.375,Reject
Paper2120,2.25,Reject
Paper2121,5.666666666666667,Reject
Paper2122,2.3333333333333335,Reject
Paper2123,4.714285714285714,Accept
Paper2124,4.714285714285714,Reject
Paper2125,5.1,Reject
Paper2126,7.25,Accept
Paper2127,3.857142857142857,Reject
Paper2128,3.5,Reject
Paper2129,4.8,Accept
Paper213,6.285714285714286,Reject
Paper2130,1.0,Reject
Paper2132,1.0,Reject
Paper2135,4.0,Reject
Paper2136,4.666666666666667,Reject
Paper2137,3.1,Reject
Paper214,3.5454545454545454,Reject
Paper2140,3.75,Reject
Paper2141,4.0,Reject
Paper2142,4.8,Reject
Paper2143,1.4,Reject
Paper2144,7.333333333333333,Accept
Paper2145,4.875,Reject
Paper2146,5.666666666666667,Reject
Paper2147,3.0,Reject
Paper2148,2.111111111111111,Reject
Paper2149,6.0,Accept
Paper2150,3.0,Reject
Paper2152,5.25,Reject
Paper2153,5.125,Accept
Paper2154,4.714285714285714,Reject
Paper2156,3.9,Reject
Paper2157,3.9,Reject
Paper2158,3.8181818181818183,Reject
Paper2159,4.714285714285714,Reject
Paper216,5.25,Accept
Paper2160,6.0,Accept
Paper2161,1.0,Reject
Paper2163,6.363636363636363,Accept
Paper2164,1.6,Reject
Paper2165,7.0,Accept
Paper2166,3.857142857142857,Reject
Paper2167,1.6666666666666667,Reject
Paper2168,4.8,Reject
Paper2169,1.5,Reject
Paper217,2.0,Reject
Paper2171,3.0,Reject
Paper2172,3.0,Reject
Paper2173,4.125,Reject
Paper2174,3.3,Reject
Paper2175,4.5,Reject
Paper2176,1.0,Reject
Paper2177,3.4444444444444446,Reject
Paper2178,2.2,Reject
Paper218,3.0,Reject
Paper2181,1.4444444444444444,Reject
Paper2182,2.2,Reject
Paper2183,2.111111111111111,Reject
Paper2184,1.6666666666666667,Reject
Paper2185,4.0,Reject
Paper2186,2.5,Reject
Paper2188,2.2,Reject
Paper2189,5.142857142857143,Reject
Paper219,1.0,Reject
Paper2191,4.333333333333333,Reject
Paper2192,4.8,Reject
Paper2193,5.0,Accept
Paper2194,4.285714285714286,Reject
Paper2195,3.0,Reject
Paper2196,4.0,Reject
Paper2197,3.3333333333333335,Reject
Paper2199,7.333333333333333,Accept
Paper22,6.0,Accept
Paper220,5.4,Accept
Paper2200,3.857142857142857,Reject
Paper2201,6.0,Reject
Paper2202,2.5,Reject
Paper2203,7.333333333333333,Accept
Paper2204,4.0,Reject
Paper2205,3.75,Reject
Paper2207,6.0,Reject
Paper2208,5.0,Reject
Paper2209,6.888888888888889,Accept
Paper221,8.0,Accept
Paper2210,5.25,Reject
Paper2212,3.1,Reject
Paper2213,7.6,Accept
Paper2214,4.909090909090909,Reject
Paper2215,2.8,Reject
Paper2216,3.75,Reject
Paper2217,3.0,Reject
Paper2219,4.571428571428571,Reject
Paper222,1.0,Reject
Paper2220,3.5,Reject
Paper2221,6.0,Accept
Paper2222,6.666666666666667,Accept
Paper2223,8.0,Accept
Paper2224,2.111111111111111,Reject
Paper2225,2.5,Reject
Paper2226,2.3333333333333335,Reject
Paper2227,3.0,Reject
Paper2229,1.6666666666666667,Reject
Paper223,5.857142857142857,Accept
Paper2231,3.3333333333333335,Reject
Paper2232,7.6,Accept
Paper2234,3.0,Reject
Paper2235,3.5,Accept
Paper2236,2.75,Reject
Paper2237,5.142857142857143,Reject
Paper2238,5.222222222222222,Reject
Paper2239,4.666666666666667,Reject
Paper224,4.666666666666667,Reject
Paper2240,8.0,Accept
Paper2241,2.5555555555555554,Reject
Paper2242,5.333333333333333,Accept
Paper2243,1.8333333333333333,Reject
Paper2244,6.0,Accept
Paper2245,6.857142857142857,Accept
Paper2246,2.272727272727273,Reject
Paper2247,5.571428571428571,Reject
Paper2248,3.0,Reject
Paper2249,3.5454545454545454,Reject
Paper225,6.888888888888889,Accept
Paper2251,3.0,Reject
Paper2252,6.666666666666667,Accept
Paper2253,2.0,Reject
Paper2254,3.0,Reject
Paper2255,3.0,Reject
Paper2256,3.857142857142857,Reject
Paper2258,2.75,Reject
Paper2259,1.8571428571428572,Reject
Paper226,6.8,Accept
Paper2260,4.5,Accept
Paper2261,5.777777777777778,Accept
Paper2262,4.2,Reject
Paper2264,3.75,Reject
Paper2266,6.0,Accept
Paper2267,2.4,Reject
Paper2268,2.25,Reject
Paper2269,1.3333333333333333,Reject
Paper227,6.0,Reject
Paper2270,6.0,Reject
Paper2271,4.2,Reject
Paper2272,7.142857142857143,Accept
Paper2273,3.6666666666666665,Reject
Paper2274,2.272727272727273,Reject
Paper2275,2.111111111111111,Reject
Paper2276,3.6666666666666665,Reject
Paper2277,3.4285714285714284,Reject
Paper2278,7.166666666666667,Accept
Paper2280,5.571428571428571,Accept
Paper2281,6.0,Accept
Paper2282,4.333333333333333,Reject
Paper2283,7.5,Accept
Paper2284,3.272727272727273,Reject
Paper2286,4.666666666666667,Reject
Paper2287,6.0,Reject
Paper2288,6.571428571428571,Accept
Paper2289,6.75,Accept
Paper229,3.5454545454545454,Reject
Paper2291,2.5555555555555554,Reject
Paper2293,6.181818181818182,Reject
Paper2294,5.75,Reject
Paper2295,3.75,Reject
Paper2296,6.0,Reject
Paper2297,6.571428571428571,Accept
Paper2298,6.0,Accept
Paper2299,5.0,Reject
Paper23,3.75,Reject
Paper230,2.142857142857143,Reject
Paper2300,6.2,Reject
Paper2301,1.0,Reject
Paper2302,6.0,Reject
Paper2305,4.875,Reject
Paper2306,5.0,Reject
Paper2307,7.333333333333333,Accept
Paper2308,1.8571428571428572,Reject
Paper2310,6.0,Accept
Paper2311,6.125,Accept
Paper2313,3.7777777777777777,Reject
Paper2314,2.4,Reject
Paper2315,6.666666666666667,Accept
Paper2316,4.333333333333333,Reject
Paper2317,6.0,Accept
Paper2319,7.428571428571429,Accept
Paper2320,6.25,Accept
Paper2321,3.75,Reject
Paper2322,1.5,Reject
Paper2323,4.0,Reject
Paper2324,7.714285714285714,Accept
Paper2326,5.142857142857143,Accept
Paper2327,4.5,Reject
Paper2329,4.0,Reject
Paper2330,4.875,Reject
Paper2331,3.7142857142857144,Reject
Paper2332,2.25,Reject
Paper2333,4.0,Reject
Paper2334,3.111111111111111,Reject
Paper2335,3.6666666666666665,Reject
Paper2336,2.857142857142857,Reject
Paper2337,2.2857142857142856,Reject
Paper2338,3.3,Reject
Paper2339,4.2,Reject
Paper234,2.0,Reject
Paper2340,3.625,Reject
Paper2341,5.8,Accept
Paper2342,1.6666666666666667,Reject
Paper2343,3.375,Reject
Paper2344,3.6666666666666665,Reject
Paper2345,3.3333333333333335,Reject
Paper2348,2.3333333333333335,Reject
Paper2349,3.0,Reject
Paper235,4.8,Reject
Paper2351,3.6923076923076925,Reject
Paper2352,1.6666666666666667,Reject
Paper2353,6.666666666666667,Accept
Paper2354,4.666666666666667,Reject
Paper2355,4.125,Reject
Paper2356,7.0,Accept
Paper2357,5.666666666666667,Reject
Paper2358,4.0,Reject
Paper2359,4.5,Reject
Paper236,5.333333333333333,Reject
Paper2360,7.25,Accept
Paper2362,4.909090909090909,Reject
Paper2363,4.285714285714286,Reject
Paper2365,6.0,Accept
Paper2366,4.875,Reject
Paper2368,4.0,Reject
Paper2369,2.1666666666666665,Reject
Paper237,5.7,Accept
Paper2370,3.9,Reject
Paper2372,2.3333333333333335,Reject
Paper2373,1.4,Reject
Paper2374,4.0,Reject
Paper2375,6.2,Accept
Paper2377,1.8571428571428572,Reject
Paper2378,7.111111111111111,Accept
Paper2379,3.0,Reject
Paper238,5.285714285714286,Reject
Paper2380,3.375,Reject
Paper2381,4.666666666666667,Reject
Paper2382,4.125,Accept
Paper2383,2.3333333333333335,Reject
Paper2384,2.2,Reject
Paper2385,2.142857142857143,Reject
Paper2386,3.5,Reject
Paper2387,3.75,Reject
Paper2388,1.0,Reject
Paper2389,3.0,Reject
Paper2390,7.333333333333333,Accept
Paper2391,1.6666666666666667,Reject
Paper2392,5.9,Reject
Paper2393,1.3333333333333333,Reject
Paper2394,6.571428571428571,Accept
Paper2395,6.142857142857143,Accept
Paper2396,6.0,Reject
Paper2397,5.909090909090909,Accept
Paper2398,5.666666666666667,Accept
Paper2399,7.75,Accept
Paper24,5.111111111111111,Accept
Paper2400,3.642857142857143,Reject
Paper2401,3.0,Reject
Paper2402,4.875,Reject
Paper2403,6.0,Accept
Paper2404,3.9,Reject
Paper2406,7.2,Accept
Paper2408,1.25,Reject
Paper2409,2.5555555555555554,Reject
Paper241,5.25,Reject
Paper2410,2.0,Reject
Paper2411,2.75,Reject
Paper2412,3.75,Reject
Paper2413,6.666666666666667,Accept
Paper2415,7.0,Accept
Paper2416,4.142857142857143,Reject
Paper2417,4.2,Reject
Paper2419,7.0,Accept
Paper2421,6.0,Accept
Paper2422,6.571428571428571,Accept
Paper2423,5.142857142857143,Accept
Paper2424,3.0,Reject
Paper2425,7.111111111111111,Accept
Paper2426,4.125,Reject
Paper2427,6.0,Accept
Paper2429,7.142857142857143,Accept
Paper243,5.1,Reject
Paper2430,4.5,Reject
Paper2431,4.5,Reject
Paper2432,4.5,Reject
Paper2433,6.0,Accept
Paper2435,2.6,Reject
Paper2436,4.875,Reject
Paper2437,3.2,Reject
Paper2438,6.285714285714286,Accept
Paper2439,4.0,Reject
Paper244,5.285714285714286,Accept
Paper2440,3.6,Reject
Paper2442,5.142857142857143,Reject
Paper2443,4.875,Reject
Paper2444,4.125,Reject
Paper2445,4.2,Reject
Paper2446,6.666666666666667,Accept
Paper2447,8.0,Accept
Paper2449,1.0,Reject
Paper245,3.7142857142857144,Reject
Paper2451,2.0,Reject
Paper2453,5.0,Reject
Paper2454,5.533333333333333,Reject
Paper2455,7.333333333333333,Accept
Paper2456,5.454545454545454,Accept
Paper2457,5.25,Reject
Paper2459,3.1,Reject
Paper246,5.333333333333333,Reject
Paper2463,3.125,Reject
Paper2465,4.8,Reject
Paper2466,7.6,Accept
Paper2467,3.0,Reject
Paper2469,4.5,Accept
Paper247,4.0,Reject
Paper2470,6.0,Reject
Paper2471,1.0,Reject
Paper2473,6.75,Accept
Paper2475,4.125,Reject
Paper2476,7.2,Accept
Paper2477,7.666666666666667,Accept
Paper2478,1.5714285714285714,Reject
Paper2479,3.0,Reject
Paper248,6.4,Accept
Paper2480,2.25,Reject
Paper2482,8.0,Accept
Paper2483,5.0,Reject
Paper2484,3.8333333333333335,Reject
Paper2485,5.0,Accept
Paper2486,4.2,Reject
Paper2487,5.0,Reject
Paper2488,1.8,Reject
Paper2489,5.714285714285714,Reject
Paper249,3.6,Reject
Paper2490,1.8,Reject
Paper2491,3.0,Reject
Paper2493,3.857142857142857,Reject
Paper2495,2.3333333333333335,Reject
Paper2496,3.6,Reject
Paper2497,4.666666666666667,Accept
Paper2498,4.125,Reject
Paper2499,3.0,Reject
Paper250,5.090909090909091,Accept
Paper2500,4.636363636363637,Reject
Paper2501,3.75,Reject
Paper2503,4.0,Accept
Paper2504,3.75,Reject
Paper2505,3.75,Reject
Paper2506,7.2,Accept
Paper2508,4.714285714285714,Reject
Paper2509,7.666666666666667,Accept
Paper251,5.9,Accept
Paper2510,2.5555555555555554,Reject
Paper2511,4.125,Reject
Paper2512,4.5,Reject
Paper2513,6.0,Accept
Paper2514,3.7777777777777777,Reject
Paper2515,2.3846153846153846,Reject
Paper2516,4.0,Reject
Paper2517,6.666666666666667,Accept
Paper2518,7.5,Accept
Paper2519,6.0,Accept
Paper252,4.714285714285714,Reject
Paper2520,4.384615384615385,Reject
Paper2521,6.666666666666667,Accept
Paper2522,3.2857142857142856,Reject
Paper2523,5.111111111111111,Accept
Paper2524,4.666666666666667,Reject
Paper2525,2.25,Reject
Paper2526,5.0,Accept
Paper2527,7.333333333333333,Accept
Paper2529,2.8181818181818183,Reject
Paper253,3.1,Reject
Paper2530,1.4,Reject
Paper2531,3.0,Reject
Paper2532,5.0,Reject
Paper2533,3.0,Reject
Paper2534,2.272727272727273,Reject
Paper2535,6.0,Accept
Paper2536,4.0,Reject
Paper2538,1.0,Reject
Paper2539,2.75,Reject
Paper254,4.125,Reject
Paper2540,1.5,Reject
Paper2541,3.769230769230769,Reject
Paper2542,1.6,Reject
Paper2544,3.3,Reject
Paper2546,3.857142857142857,Reject
Paper2547,5.2,Accept
Paper2548,1.0,Reject
Paper2549,1.0,Reject
Paper255,4.285714285714286,Reject
Paper2550,3.0,Reject
Paper2551,3.5,Reject
Paper2552,2.3333333333333335,Reject
Paper2553,6.0,Accept
Paper2555,6.0,Reject
Paper2556,2.0,Reject
Paper2557,3.0,Reject
Paper2558,2.25,Reject
Paper256,6.0,Accept
Paper2560,6.0,Accept
Paper2561,2.4285714285714284,Reject
Paper2562,2.111111111111111,Reject
Paper2563,1.6666666666666667,Reject
Paper2564,6.0,Accept
Paper2565,3.6,Reject
Paper257,4.0,Reject
Paper2570,4.0,Reject
Paper2571,5.0,Reject
Paper2572,5.4,Accept
Paper2573,6.0,Accept
Paper2574,1.4,Reject
Paper2575,7.090909090909091,Accept
Paper2577,1.25,Reject
Paper2578,3.0,Reject
Paper2579,6.5,Accept
Paper258,6.4,Reject
Paper2580,6.666666666666667,Accept
Paper2581,1.4444444444444444,Reject
Paper2582,7.5,Accept
Paper2583,6.888888888888889,Accept
Paper2584,1.0,Reject
Paper2585,6.0,Accept
Paper2586,2.25,Reject
Paper2587,1.9,Reject
Paper2588,3.5,Reject
Paper2589,6.5,Accept
Paper259,6.0,Accept
Paper2590,1.8571428571428572,Reject
Paper2591,2.25,Reject
Paper2592,3.0,Reject
Paper2593,4.5,Reject
Paper2594,6.5,Accept
Paper260,2.6666666666666665,Reject
Paper261,7.6,Accept
Paper262,4.125,Reject
Paper263,7.428571428571429,Accept
Paper267,6.75,Accept
Paper268,2.0,Reject
Paper27,6.857142857142857,Reject
Paper270,3.0,Reject
Paper271,6.5,Accept
Paper272,6.0,Accept
Paper273,6.0,Accept
Paper274,6.666666666666667,Accept
Paper275,6.6,Accept
Paper277,6.0,Accept
Paper28,4.0,Reject
Paper280,2.3333333333333335,Reject
Paper282,3.6666666666666665,Reject
Paper283,5.4,Reject
Paper284,3.0,Reject
Paper285,6.0,Accept
Paper287,6.285714285714286,Accept
Paper288,6.888888888888889,Accept
Paper289,5.571428571428571,Reject
Paper29,6.0,Accept
Paper290,7.2,Accept
Paper291,5.6,Accept
Paper292,1.8,Reject
Paper293,3.0,Reject
Paper294,4.0,Reject
Paper295,6.0,Accept
Paper296,2.5,Reject
Paper297,4.181818181818182,Reject
Paper298,5.142857142857143,Reject
Paper299,2.3333333333333335,Reject
Paper3,3.5454545454545454,Reject
Paper300,7.285714285714286,Accept
Paper302,4.5,Reject
Paper303,6.0,Accept
Paper304,3.4615384615384617,Reject
Paper305,8.0,Accept
Paper306,2.375,Reject
Paper307,3.857142857142857,Reject
Paper308,4.428571428571429,Accept
Paper309,3.75,Reject
Paper31,3.0,Reject
Paper311,5.0,Accept
Paper312,5.625,Accept
Paper314,3.0,Reject
Paper315,4.111111111111111,Reject
Paper316,6.666666666666667,Accept
Paper318,3.0,Reject
Paper319,3.0,Reject
Paper32,4.666666666666667,Reject
Paper320,2.8,Reject
Paper321,5.5,Reject
Paper323,3.0,Reject
Paper324,5.5,Reject
Paper326,2.142857142857143,Reject
Paper327,2.25,Reject
Paper328,4.125,Reject
Paper329,8.0,Accept
Paper33,3.0,Reject
Paper330,4.875,Reject
Paper331,3.3636363636363638,Reject
Paper335,6.0,Accept
Paper336,4.0,Reject
Paper338,5.142857142857143,Reject
Paper339,3.4,Reject
Paper34,4.0,Reject
Paper340,4.222222222222222,Reject
Paper341,2.857142857142857,Reject
Paper343,6.8,Accept
Paper345,6.0,Accept
Paper346,6.0,Accept
Paper347,4.142857142857143,Reject
Paper348,2.5,Reject
Paper349,3.0,Reject
Paper35,3.375,Reject
Paper350,5.777777777777778,Accept
Paper351,3.7777777777777777,Accept
Paper353,5.75,Reject
Paper354,5.0,Reject
Paper355,5.0,Accept
Paper356,8.0,Accept
Paper358,4.125,Reject
Paper359,2.111111111111111,Reject
Paper360,3.857142857142857,Reject
Paper361,1.0,Reject
Paper362,4.333333333333333,Accept
Paper364,7.166666666666667,Accept
Paper365,4.875,Reject
Paper366,3.25,Reject
Paper367,1.0,Reject
Paper368,1.0,Reject
Paper369,4.5,Reject
Paper37,4.125,Reject
Paper370,2.3333333333333335,Reject
Paper371,4.125,Reject
Paper372,3.857142857142857,Reject
Paper373,1.6,Reject
Paper374,3.0,Reject
Paper375,2.25,Reject
Paper376,3.75,Reject
Paper377,4.285714285714286,Accept
Paper378,4.285714285714286,Reject
Paper379,4.875,Reject
Paper38,2.142857142857143,Reject
Paper380,3.0,Reject
Paper381,4.666666666666667,Reject
Paper382,4.333333333333333,Reject
Paper383,4.5,Reject
Paper384,5.0,Reject
Paper386,2.111111111111111,Reject
Paper387,6.0,Accept
Paper389,1.5454545454545454,Reject
Paper390,7.5,Accept
Paper391,1.7272727272727273,Reject
Paper392,6.0,Accept
Paper393,2.5714285714285716,Reject
Paper394,4.125,Reject
Paper395,6.0,Accept
Paper396,6.75,Accept
Paper398,2.8181818181818183,Reject
Paper399,3.7777777777777777,Reject
Paper40,5.5,Accept
Paper400,6.857142857142857,Accept
Paper401,6.0,Accept
Paper402,2.5714285714285716,Reject
Paper403,5.555555555555555,Accept
Paper404,3.0,Reject
Paper405,5.666666666666667,Reject
Paper406,3.0,Reject
Paper407,3.4,Accept
Paper408,5.25,Accept
Paper409,6.0,Accept
Paper41,5.0,Reject
Paper411,4.333333333333333,Reject
Paper412,1.0,Reject
Paper413,6.0,Accept
Paper414,4.285714285714286,Reject
Paper415,7.2,Accept
Paper416,2.111111111111111,Reject
Paper417,2.625,Reject
Paper419,4.181818181818182,Reject
Paper42,3.75,Reject
Paper420,3.0,Reject
Paper421,4.0,Reject
Paper422,3.0,Reject
Paper423,4.222222222222222,Reject
Paper424,3.0,Reject
Paper425,5.0,Reject
Paper426,2.0,Reject
Paper428,3.6,Reject
Paper429,2.75,Reject
Paper43,3.75,Reject
Paper430,7.333333333333333,Accept
Paper431,4.666666666666667,Reject
Paper432,3.9,Reject
Paper433,5.0,Reject
Paper434,3.0,Reject
Paper435,7.333333333333333,Accept
Paper436,6.0,Accept
Paper437,1.0,Reject
Paper438,2.2,Reject
Paper439,2.3333333333333335,Reject
Paper44,8.0,Accept
Paper440,6.444444444444445,Accept
Paper441,2.0,Reject
Paper442,2.2,Reject
Paper443,3.0,Reject
Paper444,2.25,Reject
Paper445,5.9,Reject
Paper446,2.272727272727273,Reject
Paper447,7.0,Accept
Paper448,6.6,Reject
Paper449,5.0,Reject
Paper45,6.0,Accept
Paper450,3.4444444444444446,Reject
Paper451,4.2,Reject
Paper452,3.3636363636363638,Reject
Paper453,2.5714285714285716,Reject
Paper454,4.8,Reject
Paper455,5.571428571428571,Accept
Paper458,5.666666666666667,Accept
Paper459,7.333333333333333,Accept
Paper46,1.8571428571428572,Reject
Paper460,1.0,Reject
Paper461,5.25,Accept
Paper462,6.0,Reject
Paper463,5.142857142857143,Reject
Paper464,8.0,Accept
Paper465,4.333333333333333,Reject
Paper466,6.0,Accept
Paper467,5.25,Accept
Paper468,2.5,Reject
Paper469,5.4,Reject
Paper47,7.0,Accept
Paper470,5.625,Accept
Paper471,6.444444444444445,Accept
Paper472,1.8,Reject
Paper473,5.222222222222222,Reject
Paper474,3.0,Reject
Paper475,3.75,Reject
Paper476,6.75,Accept
Paper477,4.0,Reject
Paper478,4.5,Reject
Paper479,1.2857142857142858,Reject
Paper48,4.25,Reject
Paper480,6.0,Accept
Paper481,3.6666666666666665,Reject
Paper482,3.857142857142857,Reject
Paper483,4.125,Reject
Paper485,4.125,Reject
Paper486,6.333333333333333,Accept
Paper488,5.375,Accept
Paper489,6.0,Accept
Paper49,4.0,Reject
Paper490,3.0,Reject
Paper493,5.25,Reject
Paper494,2.8,Reject
Paper495,4.0,Reject
Paper496,6.0,Accept
Paper497,3.6,Reject
Paper5,7.5,Accept
Paper50,6.666666666666667,Accept
Paper500,2.4285714285714284,Reject
Paper501,6.571428571428571,Accept
Paper502,4.0,Accept
Paper503,6.666666666666667,Accept
Paper504,5.5,Reject
Paper505,4.285714285714286,Reject
Paper506,3.0,Reject
Paper507,4.0,Reject
Paper509,6.0,Accept
Paper510,1.0,Reject
Paper511,2.142857142857143,Reject
Paper512,7.333333333333333,Accept
Paper513,1.4444444444444444,Reject
Paper514,1.9090909090909092,Reject
Paper516,3.0,Reject
Paper517,6.25,Accept
Paper518,6.0,Accept
Paper519,4.8,Reject
Paper52,2.111111111111111,Reject
Paper520,6.0,Accept
Paper521,6.0,Reject
Paper523,2.3333333333333335,Reject
Paper525,5.6,Reject
Paper526,3.4285714285714284,Reject
Paper527,4.818181818181818,Reject
Paper528,4.714285714285714,Reject
Paper529,1.0,Reject
Paper53,6.6,Accept
Paper530,4.0,Reject
Paper532,5.0,Reject
Paper533,5.0,Reject
Paper534,1.0,Reject
Paper536,2.111111111111111,Reject
Paper537,4.0,Reject
Paper54,6.571428571428571,Accept
Paper540,4.5,Accept
Paper541,3.0,Reject
Paper542,3.0,Reject
Paper543,4.5,Reject
Paper544,4.125,Reject
Paper545,4.875,Reject
Paper546,3.0,Reject
Paper547,3.4285714285714284,Reject
Paper549,3.7777777777777777,Reject
Paper55,6.8,Accept
Paper550,3.857142857142857,Reject
Paper551,1.6666666666666667,Reject
Paper552,5.4,Accept
Paper553,5.0,Accept
Paper554,6.0,Reject
Paper555,2.5,Reject
Paper556,4.333333333333333,Reject
Paper557,6.0,Accept
Paper558,6.0,Accept
Paper559,3.6666666666666665,Reject
Paper56,4.125,Reject
Paper560,6.333333333333333,Accept
Paper561,1.4444444444444444,Reject
Paper563,4.285714285714286,Reject
Paper565,6.2,Accept
Paper566,6.0,Accept
Paper568,3.7142857142857144,Reject
Paper569,3.75,Reject
Paper57,4.666666666666667,Accept
Paper570,3.0,Reject
Paper572,4.090909090909091,Reject
Paper573,4.714285714285714,Reject
Paper574,3.0,Reject
Paper575,3.111111111111111,Reject
Paper576,6.0,Reject
Paper577,6.0,Reject
Paper578,1.5,Reject
Paper579,3.857142857142857,Reject
Paper58,4.875,Reject
Paper580,2.3333333333333335,Reject
Paper581,1.25,Reject
Paper582,1.0,Reject
Paper583,2.0,Reject
Paper584,2.6666666666666665,Reject
Paper585,6.0,Accept
Paper586,3.3333333333333335,Reject
Paper588,6.0,Accept
Paper589,3.5,Reject
Paper590,2.6666666666666665,Reject
Paper591,5.25,Accept
Paper592,5.0,Reject
Paper593,3.0,Reject
Paper594,6.0,Accept
